drug_set_id,ds_version,plate_date,plate_id,scan_id,format,assay,cell_line_name,cell_id,drug_id,maxConc,maxConcPos,IC_ID,IC_50_EST,IC_50_LOW,IC_50_HIGH,AUC
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1001,2000,27,1941670,5.901185,5.502018,6.215203,0.684498
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1003,0.1,75,1882721,-4.737765,-4.971945,-4.480507,0.567072
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1003,0.1,75,1918553,-3.934051,-4.57775,-2.101277,0.680135
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1003,0.1,75,1941671,-3.416371,-3.59291,-3.245497,0.774076
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1005,6,219,1882722,6.017677,3.519484,10.233352,0.993391
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1005,6,219,1918554,5.198572,2.782097,9.435664,0.984553
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1005,6,219,1941672,6.593292,3.915727,10.96563,0.997709
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1007,0.0125,123,1882723,-6.356323,-6.738125,-5.839556,0.644668
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1007,0.0125,123,1918555,-7.170898,-7.638222,-6.701804,0.570296
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1007,0.0125,123,1941673,-6.022849,-6.310719,-5.72177,0.689317
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1011,2,315,1882724,5.548636,2.766258,9.829904,0.997706
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1011,2,315,1918556,4.143385,1.786919,8.669877,0.984699
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1011,2,315,1941674,4.964421,2.374583,9.344034,0.994242
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1012,10,51,1882725,0.479246,0.15423,0.736194,0.664607
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1012,10,51,1918557,0.407047,-0.011272,0.828221,0.655044
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1012,10,51,1941675,0.644869,0.124088,1.124973,0.682871
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1013,2,99,1882726,5.588879,2.77207,9.97605,0.998248
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1013,2,99,1918558,4.497023,1.363049,9.012996,0.992258
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1013,2,99,1941676,2.876347,-0.54795,8.787515,0.985128
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1017,5,147,1882727,-5.136431,-5.822765,-4.580934,0.330144
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1017,5,147,1918559,-9.049461,-11.177312,-7.380363,0.534369
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1017,5,147,1941677,1.449333,1.209265,1.819723,0.863075
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1019,2,243,1882728,3.11105,1.642898,5.942777,0.971457
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1019,2,243,1918560,3.784172,1.565984,8.650893,0.97919
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1019,2,243,1941678,5.138863,2.528191,9.386695,0.99402
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1020,5,291,1882729,6.466694,3.655456,10.777424,0.997706
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1020,5,291,1918561,5.549829,2.931102,9.69413,0.992258
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1020,5,291,1941679,6.620755,3.744672,10.738945,0.998251
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1021,2,339,1882730,1.521506,0.935569,2.783077,0.918606
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1021,2,339,1918562,0.791459,0.148758,2.936003,0.875265
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1021,2,339,1941680,0.284076,0.087796,0.596744,0.850913
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1023,2,32,1882731,5.463134,2.662128,9.730958,0.995474
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1023,2,32,1918563,4.274935,1.780599,8.5553,0.986999
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1023,2,32,1941681,5.682446,2.449722,10.147166,0.998251
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1024,2,80,1882732,-4.506977,-5.31251,-3.81004,0.65164
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1024,2,80,1918564,-2.133449,-2.685169,-1.589328,0.595991
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1024,2,80,1941682,-0.58325,-1.424176,-0.186461,0.746767
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1025,10,128,1882733,6.770075,4.103837,11.053068,0.994854
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1025,10,128,1918565,5.343651,3.168929,9.453239,0.977966
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1025,10,128,1941683,7.013544,4.301917,11.441874,0.995481
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1026,1,176,1882734,-1.306232,-1.876131,2.987072,0.699922
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1026,1,176,1918566,-2.137423,-2.463126,-1.820071,0.622696
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1026,1,176,1941684,-1.199818,-1.392131,-0.902551,0.758585
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1029,2,224,1882735,5.445177,2.721328,9.621879,0.995474
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1029,2,224,1918567,5.290778,2.455246,9.76597,0.995536
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1029,2,224,1941685,4.193944,2.109468,8.098893,0.98265
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1030,10,272,1882736,3.784063,2.252369,8.596208,0.929262
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1030,10,272,1918568,4.089307,1.918603,9.19983,0.943079
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1030,10,272,1941686,2.72281,2.324482,4.542182,0.90916
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1032,0.5,320,1882737,2.096833,0.360782,5.300763,0.958677
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1032,0.5,320,1918569,1.119186,-0.594793,3.94916,0.895326
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1032,0.5,320,1941687,2.750878,0.629294,6.789547,0.974842
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1037,5,104,1882738,-0.38421,-0.813767,0.428332,0.626222
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1037,5,104,1918570,0.428493,0.033013,1.320087,0.762767
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1037,5,104,1941688,0.354057,-0.27124,1.18905,0.733132
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1038,2,152,1882739,-0.087188,-0.312031,0.131851,0.813475
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1038,2,152,1918571,-0.201892,-0.53414,0.129221,0.798266
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1038,2,152,1941689,0.413495,0.049155,2.423543,0.854631
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1039,10,248,1882740,6.865881,4.203958,10.969742,0.994854
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1039,10,248,1918572,6.948465,3.955328,11.078886,0.995536
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1039,10,248,1941690,-0.649236,-2.098262,1.239809,0.614921
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1042,10,344,1882741,6.88248,4.093135,10.78085,0.995474
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1042,10,344,1918573,6.812405,3.954174,10.952536,0.994924
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1042,10,344,1941691,5.937266,3.828549,9.759311,0.985128
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1046,2,85,1882742,3.702138,-0.272143,8.586368,0.952416
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1046,2,85,1918574,5.087812,2.237839,9.777972,0.994093
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1046,2,85,1941692,5.661202,2.560763,9.827485,0.998251
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1047,8,133,1882743,6.747931,4.048121,11.014789,0.995474
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1047,8,133,1918575,6.173316,3.518119,10.312092,0.993481
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1047,8,133,1941693,7.066973,4.263277,11.183196,0.998251
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1049,2,181,1882744,2.241624,1.049191,6.741492,0.946636
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1049,2,181,1918576,2.197205,0.997864,4.999676,0.931458
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1049,2,181,1941694,2.668503,1.467643,5.182077,0.949982
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1050,4,229,1882745,1.678038,0.982888,3.275612,0.897244
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1050,4,229,1918577,1.432115,0.321064,2.643814,0.853653
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1050,4,229,1941695,1.471218,0.298773,2.357671,0.825966
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1052,5,277,1882746,4.483959,1.528157,9.290108,0.98434
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1052,5,277,1918578,3.382556,2.008515,6.481653,0.942711
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1052,5,277,1941696,2.63109,1.168399,6.9091,0.914736
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1053,4,325,1882747,-0.262332,-0.589916,0.074435,0.69364
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1053,4,325,1918579,-2.057761,-2.902182,-1.174823,0.57552
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1053,4,325,1941697,-0.292401,-1.245925,0.517681,0.693126
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1054,4,61,1882748,-0.587784,-2.239868,-0.22141,0.652719
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1054,4,61,1918580,-0.397347,-0.990402,0.163275,0.686222
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1054,4,61,1941698,-0.223876,-0.536526,0.082756,0.700152
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1057,0.25,109,1882749,-4.7296,-4.991478,-4.450551,0.472424
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1057,0.25,109,1918581,-3.863914,-4.344303,-3.275105,0.602094
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1057,0.25,109,1941699,-2.554609,-3.284174,-1.991844,0.759963
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1058,4,157,1882750,-1.252108,-1.529824,-0.975314,0.579357
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1058,4,157,1918582,-0.766892,-1.179288,-0.32629,0.629661
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1058,4,157,1941700,-0.881897,-1.100442,-0.668719,0.613196
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1059,2,253,1882751,0.374252,0.083002,0.731622,0.840343
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1059,2,253,1918583,-2.28639,-3.046896,-1.240716,0.527528
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1059,2,253,1941701,-0.175281,-0.75283,0.29695,0.771902
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1066,5,349,1882752,0.077941,-0.909466,2.064765,0.721648
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1066,5,349,1918584,-1.928955,-3.091251,-0.613571,0.658191
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1066,5,349,1941702,-1.689513,-2.18589,-1.090005,0.660037
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1068,10,42,1882753,-1.612679,-2.027026,-0.442895,0.323528
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1068,10,42,1918585,-3.276238,-4.404532,-0.943646,0.283506
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1068,10,42,1941703,-0.255733,-3.282841,0.122868,0.57422
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1072,5,90,1882754,4.07334,1.39526,7.675622,0.917783
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1072,5,90,1918586,5.093606,2.661983,9.621274,0.984699
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1072,5,90,1941704,6.533191,3.61449,10.921697,0.997709
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1073,20,296,1882755,0.984368,0.422159,1.494644,0.653963
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1073,20,296,1918587,0.692279,0.149324,1.255672,0.640188
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1073,20,296,1941705,1.482058,0.297546,2.40745,0.723578
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1083,1,138,1882756,2.38273,-0.864913,7.468132,0.961777
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1083,1,138,1918588,0.362139,-0.337697,2.494674,0.89132
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1083,1,138,1941706,3.090845,-0.145714,8.074585,0.986219
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1089,20,171,1882757,2.53714,2.189446,2.884267,0.808706
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1089,20,171,1918589,1.753644,1.350284,2.13672,0.745568
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1089,20,171,1941707,2.514182,2.168024,3.912109,0.83728
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1093,5,37,1882758,5.693611,3.193982,9.810495,0.992771
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1093,5,37,1918590,6.04156,3.286576,10.354788,0.994924
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1093,5,37,1941708,6.366309,2.971302,11.02444,0.998251
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1114,329,267,1882759,10.360716,7.702164,14.708942,0.994631
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1114,329,267,1918591,8.205504,5.955549,11.531424,0.936398
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1114,329,267,1941709,10.846872,7.966823,15.189409,0.998251
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1129,10,234,1882760,3.588993,2.784056,5.281522,0.945643
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1129,10,234,1918592,6.249326,3.650444,10.41885,0.992258
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1129,10,234,1941710,4.267665,3.087327,6.573232,0.959351
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1138,10,282,1882761,2.760145,2.332366,3.598419,0.900346
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1138,10,282,1918593,1.56477,0.926914,2.90911,0.786963
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1138,10,282,1941711,0.431327,0.00766,2.184038,0.636345
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1194,10,114,1882762,3.120939,1.305043,6.426366,0.826852
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1194,10,114,1918594,5.41707,3.116743,10.409354,0.977966
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1194,10,114,1941712,4.766852,3.199916,7.513836,0.916847
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1218,1,306,1882763,-0.810153,-1.111543,-0.479561,0.793386
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1218,1,306,1918595,-1.222616,-1.716602,-0.661319,0.738629
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1218,1,306,1941713,-1.293821,-1.55419,-1.034042,0.729699
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1241,10,354,1882764,3.349451,2.578646,4.658915,0.886105
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1241,10,354,1918596,4.964318,1.575148,10.091807,0.964803
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1241,10,354,1941714,4.891038,2.61377,8.108824,0.951858
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1242,10,56,1882765,0.285406,0.039192,0.452585,0.635607
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1242,10,56,1918597,0.179409,-0.119266,0.447747,0.623943
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1242,10,56,1941715,3.862259,1.930693,7.986012,0.935185
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1268,5,258,1882766,6.663875,3.769152,11.10323,0.998248
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1268,5,258,1918598,6.133022,3.047835,10.491046,0.995536
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1268,5,258,1941716,6.680515,3.799438,10.745555,0.998251
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1372,1,301,1882767,-4.129007,-5.690644,-3.731978,0.447599
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1372,1,301,1918599,-5.038137,-5.721749,-4.334955,0.502892
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1372,1,301,1941717,-4.997207,-6.269002,-3.999049,0.507173
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1373,10,330,1882768,6.322236,3.953163,10.329028,0.992771
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1373,10,330,1918600,0.990043,0.311301,1.767994,0.724713
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1373,10,330,1941718,6.248845,3.590424,10.260106,0.988227
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1374,1,162,1882769,-4.20783,-4.566828,-3.853038,0.523238
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1374,1,162,1918601,-4.837741,-5.703345,-4.040527,0.570287
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1374,1,162,1941719,-3.579877,-3.790005,-3.372827,0.443662
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,1549,5,66,1882770,3.409371,-0.606571,8.005314,0.868068
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,1549,5,66,1918602,4.665393,2.040784,8.611448,0.968418
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,1549,5,66,1941720,4.786736,2.843537,8.222048,0.971124
730,f,08-Oct-13,68116,81426,17,a,SNU-81,4304,4000,1,186,1882771,4.720344,1.966562,9.012661,0.995474
730,f,12-Nov-13,69220,82596,17,a,SNU-81,4304,4000,1,186,1918603,2.682159,0.78799,6.551521,0.961073
730,f,21-Jan-14,69928,82938,17,a,SNU-81,4304,4000,1,186,1941721,4.162531,1.677704,8.576249,0.992781
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1001,2000,27,1756688,1.725897,0.178306,4.455601,0.48264
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1003,0.1,75,1756689,-3.1428,-4.935466,1.754012,0.709934
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1005,6,219,1756690,3.580335,2.306257,6.806349,0.961866
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1007,0.0125,123,1756691,-4.960598,-5.25045,-4.042251,0.836638
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1011,2,315,1756692,4.760945,2.299179,8.701988,0.993449
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1012,10,51,1756693,0.064791,-0.377891,0.881305,0.588766
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1013,2,99,1756694,5.609752,2.663054,10.352693,0.998341
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1017,5,147,1756695,-8.366673,-9.745846,-7.192951,0.477158
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1019,2,243,1756696,0.507984,0.172774,1.913743,0.864931
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1020,5,291,1756697,6.306134,3.508425,10.457275,0.995514
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1021,2,339,1756698,1.882339,0.712846,7.000587,0.920902
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1023,2,32,1756699,5.237927,2.517368,9.342387,0.995514
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1024,2,80,1756700,-1.656227,-1.914556,-1.395837,0.595911
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1025,10,128,1756701,7.185565,4.30423,11.480249,0.998264
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1026,1,176,1756702,-1.767329,-2.189436,-1.395795,0.676686
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1029,2,224,1756703,5.592632,2.718051,9.68712,0.998341
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1030,10,272,1756704,2.851464,2.368195,3.720474,0.912291
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1032,0.5,320,1756705,3.465747,0.869363,8.043212,0.992835
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1037,5,104,1756706,1.613331,0.708183,4.83688,0.847094
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1038,2,152,1756707,2.479153,1.23804,5.346409,0.954731
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1039,10,248,1756708,7.037262,3.670497,11.560715,0.997726
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1042,10,344,1756709,6.449115,3.092722,10.583372,0.993449
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1046,2,85,1756710,5.232485,2.477298,9.764111,0.995514
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1047,8,133,1756711,6.904789,4.094401,11.13624,0.997726
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1049,2,181,1756712,4.966219,2.368347,8.926366,0.994285
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1050,4,229,1756713,1.901248,1.393708,2.773933,0.90133
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1052,5,277,1756714,3.238787,2.180999,5.371132,0.94243
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1053,4,325,1756715,3.33559,2.085184,5.912025,0.947252
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1054,4,61,1756716,0.804592,0.456585,1.720985,0.820036
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1057,0.25,109,1756717,-1.771689,-2.310497,-1.280553,0.833689
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1058,4,157,1756718,0.733492,0.454647,1.02888,0.820657
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1059,2,253,1756719,1.124502,0.655212,2.424417,0.907986
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1066,5,349,1756720,1.870844,1.362804,2.761711,0.859053
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1068,10,42,1756721,-5.095111,-6.241381,-3.612801,0.333848
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1072,5,90,1756722,6.397222,3.642206,10.504926,0.998264
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1073,20,296,1756723,0.714765,0.32088,1.112651,0.632569
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1083,1,138,1756724,1.396929,0.381146,4.300204,0.946735
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1089,10,171,1756725,1.277632,0.827847,1.783135,0.775976
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1093,5,37,1756726,6.585768,3.519629,10.894486,0.998264
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1114,329,267,1756727,8.459981,5.204637,13.265843,0.975397
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1129,10,234,1756728,6.747049,4.089293,10.887177,0.994899
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1138,10,282,1756729,5.113331,3.323966,8.673703,0.967032
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1194,10,114,1756730,6.692914,3.959473,11.128946,0.994064
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1218,1,306,1756731,-0.98944,-1.384778,-0.657842,0.767375
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1241,10,354,1756732,2.419146,1.861475,3.478418,0.833694
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1242,10,56,1756733,-0.020895,-0.358098,0.29663,0.612129
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1268,5,258,1756734,5.271506,2.93032,9.556928,0.985238
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1372,1,301,1756735,-4.682107,-5.350551,-4.094855,0.610769
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1373,10,330,1756736,-0.41683,-0.858521,0.050402,0.622988
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1374,1,162,1756737,-4.725013,-5.126582,-4.343163,0.463995
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,1549,5,66,1756738,6.100374,3.442828,10.257842,0.994899
730,d,22-Aug-13,65672,78552,17,a,SNU-C5,4305,4000,1,186,1756739,4.812615,1.960064,8.911114,0.997726
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1001,2000,27,1749889,5.317772,4.896003,5.684376,0.637918
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1003,0.1,75,1749890,-1.252971,-3.256486,2.885184,0.914326
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1005,6,219,1749891,1.02665,0.70672,1.351085,0.799399
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1007,0.0125,123,1749892,-6.000936,-6.369593,-5.63873,0.706571
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1011,2,315,1749893,3.96809,1.864338,7.829537,0.974406
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1012,10,51,1749894,2.244962,0.861781,4.242228,0.852731
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1013,2,99,1749895,5.544352,2.722766,10.043248,0.998379
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1017,5,147,1749896,-4.836406,-5.388266,-4.36754,0.421173
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1019,2,243,1749897,0.753625,0.37926,1.331239,0.874549
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1020,5,291,1749898,3.853321,2.312882,6.682053,0.921439
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1021,2,339,1749899,-0.594568,-1.963568,3.285328,0.714914
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1023,2,32,1749900,2.314863,1.07598,4.673304,0.899142
730,f,19-Sep-13,66968,80412,16,s,SNU-1040,4312,1024,2,80,1749901,-0.289993,-0.804505,0.235091,0.759981
