Hugo_Symbol	Entrez_Gene_Id	M032_Pre	M032_R1	M032_R2	M032_R3	M032_R5	M032_R6
SLC4A3	6508	5.70613103555542	5.84533587391493	5.66253089951259	7.55823697844707	5.83518504010848	6.31313524860984
INO80D	54891	2.20439665466513	2.20439665466513	2.20439665466513	3.03227131852234	2.74750173979235	2.84661518011193
EEF1B2	1933	2.20439665466513	3.42072466449342	2.88546166182359	3.03227131852234	2.20439665466513	2.20439665466513
ADAM23	8745	7.82601902924642	6.61743115228197	7.90910049687593	7.70572689877878	7.5045701656317	7.24851294630289
DGUOK	1716	6.66575336590569	6.63438687706572	7.10603291196464	6.78671254213976	6.506759835768	6.73480604148452
MOB1A	55233	5.40206887688808	5.48049183109682	5.24622565886342	5.66998030351296	5.45152582668022	4.90019129395016
KANSL3	55683	6.23372912677588	6.15916181389582	5.88464411860805	5.98809803943551	6.16402642687496	7.12907256765633
LMAN2L	81562	5.08637084531803	5.03978494637815	4.51981256494868	3.96901012906246	4.78734447800054	4.70281611087749
RTKN	6242	6.54416514635059	6.15916181389582	6.85498889895667	6.56650592722335	6.56848655079164	7.1575282406339
TTL	150465	3.38715415283304	2.92026136519029	3.67675151376175	3.60269483174414	3.91444717323682	4.26724651859658
CCL20	6364	3.05210379871314	2.20439665466513	2.20439665466513	3.96901012906246	2.74750173979235	2.20439665466513
PIKFYVE	200576	4.72392919687724	4.81521983748553	4.02536812991994	5.13457782356028	6.13707005009247	6.13327119327756
KCNIP3	30818	3.51823093553456	3.20690805475602	4.58667876934559	3.80032984434565	3.84256846245073	5.11273291504108
FAHD2A	51011	3.73973916802447	3.59624948756068	4.37503265632348	3.96901012906246	3.84256846245073	3.45950805503529
NCL	4691	9.29313762170208	9.22014799716216	9.87717307097407	9.39583163678096	9.51870656798845	9.52026618785776
ACTR1B	10120	6.38320633066041	6.01085328085454	5.77791865350828	6.80698549014634	6.31590193046948	6.64378215686047
SLC35F5	80255	6.23372912677588	5.98456645712755	6.05411127780821	5.47948135335565	6.24197667779709	6.37920028598892
ZAP70	7535	3.73973916802447	3.20690805475602	4.71118179674233	4.84577531680042	3.84256846245073	3.45950805503529
ACTR3	10096	7.30468741042808	7.89759230843025	7.26183723559766	7.80972463413878	7.46731509466368	7.31737580688657
STEAP3	55240	3.05210379871314	2.20439665466513	2.88546166182359	3.3601629058611	2.74750173979235	2.20439665466513
EPB41L5	57669	2.20439665466513	3.20690805475602	3.15902538125815	3.80032984434565	4.63728732595682	4.59221439042704
TFCP2L1	29842	3.63459467899756	2.92026136519029	2.20439665466513	2.20439665466513	3.49874688560142	2.20439665466513
TP53I3	9540	5.31459279147373	5.36217751327654	5.9597496541398	6.36225264312239	5.59790742302145	5.97108465441675
DNAJC27	51277	3.38715415283304	2.92026136519029	2.20439665466513	3.03227131852234	3.13445734268975	2.84661518011193
STAM2	10254	5.37351024146423	5.44214632241132	5.07464272272299	5.2592057178579	5.5161248144628	5.03158644248279
OTOF	9381	2.8080630133522	2.20439665466513	2.20439665466513	3.03227131852234	2.96805980835339	2.20439665466513
GPD2	2820	4.35480818309552	3.99977108730234	3.15902538125815	4.58059068075987	4.88995052000503	4.11040717257858
CENPA	1058	4.29252250877362	4.81521983748553	4.93045196190427	4.7630034293641	4.88995052000503	4.19124723543371
CYTIP	9595	3.23553357106303	4.93207164235646	3.53188173718512	4.58059068075987	4.22134931262818	2.84661518011193
ACVR1	90	4.93691847258086	4.38846350842153	5.11955773078313	4.92383076462322	5.28817778327761	4.47165982153178
TANC1	85461	6.53142034774574	5.27738755140152	5.11955773078313	6.30629693630329	6.47487165522669	6.68350045019461
MPV17	4358	8.02965909830985	7.62864121346432	7.99447558130894	7.93459206329225	7.50981454426906	7.54974400726663
GTF3C2	2976	6.50558618877292	6.2719924954	6.26590515864097	6.54250841658645	6.4312208789182	6.7093821886619
EIF2B4	8890	7.25136766870913	7.10461822798948	7.49743667020759	7.47208822873587	6.86741759153287	6.85558853812994
NRBP1	29959	8.60389363730639	8.78525427452765	8.79245241425669	9.00712489209125	8.40769891100342	8.45463873134404
ITGB6	3694	2.20439665466513	2.20439665466513	2.20439665466513	3.03227131852234	2.74750173979235	2.20439665466513
FNDC4	64838	4.62843811997225	4.3018041566118	4.98020394627829	5.13457782356028	4.71439019545444	4.11040717257858
ITGA4	3676	8.47701459091441	7.0297759555361	7.56280588015445	7.36687981602151	8.11271300834835	5.99239397814818
PSMD14	10213	7.84155817933136	7.85490638359421	8.15140921863609	7.8783015233622	7.64940522519186	7.53536599454977
SNX17	9784	8.85415161003669	8.87697150516339	9.43336267085926	9.21831463846177	8.9258171166471	8.77823801259637
GPR75-ASB3	51130	5.01365955968099	5.44214632241132	5.11955773078313	5.2592057178579	5.21190434522838	5.22622435265562
PPM1G	5496	6.91161792361899	6.83833370703724	7.30068737704484	7.04742031205735	6.89976585732109	6.74735128695251
PDE1A	5136	3.63459467899756	4.81521983748553	4.65036661687313	5.06782389947349	3.595318021956	3.71988016611992
REEP6	92840	4.41425214460053	3.59624948756068	4.29616787642075	4.1170291283317	4.046468860313	3.71988016611992
PCSK4	54760	3.83595925662444	2.92026136519029	3.15902538125815	3.03227131852234	3.13445734268975	3.59756164266865
APC2	10297	2.20439665466513	2.92026136519029	2.88546166182359	2.20439665466513	2.74750173979235	3.10543261539053
IFIH1	64135	5.63601463302641	4.54631089152221	3.80485336382535	4.7630034293641	4.046468860313	4.02397691051039
RPS15	6209	2.20439665466513	3.59624948756068	3.53188173718512	2.20439665466513	2.74750173979235	2.84661518011193
GCA	25801	4.89688572591109	5.58965494595948	5.11955773078313	5.37364893031394	5.10326761209626	4.70281611087749
INO80B	83444	4.9758215920411	5.0906562124717	5.3247203677589	5.62470307807688	4.71439019545444	5.36451490855168
MOGS	7841	4.62843811997225	4.38846350842153	4.65036661687313	4.92383076462322	4.75135625847034	5.07275194237101
TTC31	64427	5.85741956763228	5.62424884251666	5.46967345280302	6.02329968962091	5.71236011927233	6.09441730467529
NDUFS7	374291	7.71790966434429	7.64543898713383	8.34956925356887	7.95287752445165	7.18860693005449	7.39906785516463
PCGF1	84759	5.25309509102985	6.11141494989517	5.91012134890603	6.30629693630329	5.18552743007647	5.52021582135488
GRB14	2888	3.05210379871314	2.92026136519029	3.3635857343891	4.47916440210667	2.74750173979235	2.20439665466513
CLIP4	79745	5.31459279147373	4.87488836546059	4.37503265632348	5.2592057178579	5.07473155840939	5.26209586377091
TLX2	3196	2.20439665466513	2.20439665466513	2.88546166182359	3.03227131852234	2.96805980835339	2.84661518011193
SPTBN1	6711	8.8869617920863	8.27746899038545	7.50577185373607	8.42836801076265	9.27730883263931	8.83214037161814
AUP1	550	9.29501937701495	10.0682562919712	10.3915345996379	10.9484034075977	9.48050847797298	10.2124896611916
RTN4	57142	7.76756458148636	7.3188096552179	7.13857186466473	7.43352982986935	7.37261303733127	7.48388211473342
HTRA2	27429	6.63034528452506	7.0801006847112	7.39346136608036	7.33933167337682	6.91567120678749	6.77211801088247
LOXL3	84695	6.32527269965215	7.78840967976069	8.15140921863609	9.86747283375641	8.71507790050624	8.78432760594909
DOK1	1796	4.007621593684	4.81521983748553	4.51981256494868	6.30629693630329	5.61763580094565	5.57798866092408
GALNT3	2591	5.85741956763228	4.87488836546059	4.87883647161647	4.67487247627882	5.10326761209626	5.42887210753783
POLE4	56655	5.12134783302523	4.81521983748553	5.69226837390156	4.7630034293641	4.10751173597147	4.26724651859658
TACR1	6869	2.20439665466513	2.20439665466513	2.88546166182359	2.20439665466513	2.96805980835339	2.20439665466513
CCDC88A	55704	5.63601463302641	6.31474804887484	5.16306947479751	5.5295632062838	6.00905173440343	5.97108465441675
ACADL	33	2.20439665466513	2.20439665466513	2.88546166182359	2.20439665466513	2.20439665466513	2.20439665466513
EVA1A	84141	5.79454074076972	4.87488836546059	4.37503265632348	4.58059068075987	4.98542551217554	4.53329991914593
MRPL19	9801	5.15546802286127	4.75282804137988	5.63215686053515	5.06782389947349	5.38382681097436	5.85948461183754
LANCL1	10314	5.12134783302523	4.54631089152221	3.67675151376175	4.99769947913833	5.18552743007647	5.03158644248279
WDR75	84128	7.61315284656298	7.71073811767008	7.88374927702849	7.65077161935334	7.58627237146439	7.91990530407529
EFEMP1	2202	5.48442916037028	5.48049183109682	6.85498889895667	5.31759255626309	5.86841526323376	3.93099723770223
FANCL	55120	6.8717676905203	6.22792142446111	6.30474763026044	6.80698549014634	6.44225871089035	6.83223012285606
FN1	2335	13.1103069781653	12.7159852272108	11.3546644566493	10.6787248598306	11.2904452922526	9.25242945669168
STAT1	6772	9.46009289890581	7.51440636519869	7.09502106680718	8.28420260351606	7.94867708595887	7.05032035638031
GLS	2744	7.43336545413694	7.5052322189223	7.14925676922609	7.03028648571439	7.72349249516201	8.20965728657794
PAPOLG	64895	4.5256485939248	5.1871393251837	3.80485336382535	4.1170291283317	4.75135625847034	4.64864898539274
DNAH6	1768	2.20439665466513	2.20439665466513	2.88546166182359	2.20439665466513	2.20439665466513	2.20439665466513
PECR	55825	4.007621593684	3.99977108730234	4.44940734225704	4.67487247627882	4.37510711830511	4.47165982153178
UNC50	25972	5.70613103555542	5.27738755140152	6.05411127780821	5.42755789965926	5.10326761209626	4.90019129395016
IGFBP2	3485	5.15546802286127	7.17576076297366	7.50577185373607	7.98876706193778	7.32579724280847	6.96700814891513
ELMOD3	84173	6.04899217764263	5.87429106847705	5.5036976876846	5.87696236794172	5.40675637948072	6.53216192692106
IGFBP5	3488	5.15546802286127	5.32042215366359	5.43480894696802	5.71385760560272	5.91685129535915	5.66045622267495
USP34	9736	7.87214281582272	7.65376501862787	7.3570656380256	7.50964154086069	7.90158790982677	8.41200914600562
EFHD1	80303	3.05210379871314	3.42072466449342	3.53188173718512	3.3601629058611	2.96805980835339	3.59756164266865
KCNJ13	3769	2.20439665466513	2.92026136519029	3.15902538125815	3.3601629058611	2.20439665466513	2.20439665466513
CCT4	10575	8.02058719020225	8.12416868141346	8.69746111675008	7.70572689877878	7.83213006222538	7.88064377797937
GGCX	2677	6.16927836668863	5.44214632241132	5.63215686053515	5.75642019879956	5.91685129535915	5.85948461183754
EHBP1	23301	7.24358681363683	6.56532880836151	6.53441619018202	6.63618223643747	6.95468180279744	7.44594797030712
TXNDC9	10190	2.20439665466513	2.92026136519029	2.88546166182359	2.20439665466513	2.74750173979235	2.20439665466513
COQ10B	80219	4.35480818309552	4.3018041566118	3.92018308953016	4.1170291283317	4.5555007898251	4.11040717257858
GNLY	10578	4.29252250877362	3.20690805475602	2.88546166182359	4.92383076462322	3.595318021956	2.84661518011193
SF3B1	23451	9.07393286551558	9.79864519335669	9.4571825222169	9.96750924575912	9.52777721858529	10.4426201688765
ST3GAL5	8869	6.06680805599122	5.93049425597359	5.80535940080877	5.42755789965926	6.25456553869145	6.27892445637679
CHST10	9486	3.73973916802447	3.74704194778429	3.53188173718512	3.80032984434565	4.10751173597147	3.71988016611992
PDCL3	79031	3.92486093503743	3.99977108730234	3.53188173718512	3.3601629058611	3.6839239310241	2.84661518011193
MOB4	25843	5.53678270927528	5.0906562124717	5.16306947479751	4.84577531680042	5.55760675510173	4.80506537675542
HSPE1	3336	3.51823093553456	2.92026136519029	3.3635857343891	3.60269483174414	3.27247250464334	3.71988016611992
KDM3A	55818	6.96939683889033	6.7477842858706	6.36110585725577	6.7241197385718	6.85096646698133	7.62635668239382
PLCD4	84812	4.67702660741087	3.42072466449342	3.53188173718512	3.96901012906246	3.39216893954894	4.90019129395016
CHMP3	51652	3.92486093503743	3.74704194778429	4.29616787642075	4.58059068075987	3.6839239310241	4.11040717257858
ZNF142	7701	3.51823093553456	3.59624948756068	3.53188173718512	2.20439665466513	3.6839239310241	3.59756164266865
IL1R2	7850	3.05210379871314	2.20439665466513	3.67675151376175	3.03227131852234	2.96805980835339	3.10543261539053
SMYD1	150572	2.20439665466513	3.20690805475602	2.20439665466513	2.20439665466513	2.20439665466513	2.84661518011193
IL1R1	3554	5.01365955968099	5.03978494637815	5.36238146082084	5.06782389947349	5.45152582668022	3.10543261539053
WNT6	7475	2.20439665466513	2.20439665466513	2.88546166182359	2.20439665466513	2.20439665466513	2.20439665466513
IL1RL2	8808	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.74750173979235	2.84661518011193
IL1RL1	9173	2.8080630133522	2.20439665466513	3.3635857343891	2.20439665466513	3.27247250464334	2.20439665466513
IL18R1	8809	2.8080630133522	2.20439665466513	3.15902538125815	3.3601629058611	2.20439665466513	2.20439665466513
IL18RAP	8807	3.05210379871314	2.92026136519029	3.3635857343891	3.60269483174414	2.96805980835339	2.20439665466513
SLC9A2	6549	2.8080630133522	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513
FHL2	2274	5.53678270927528	5.62424884251666	5.83228106381821	5.19828022818515	5.65628757903687	5.22622435265562
MLPH	79083	9.54950918461222	9.91398979941485	9.53656867207463	10.3484985327939	9.65976695123541	10.8765668934495
CNPPD1	27013	6.49249262263888	6.01085328085454	6.61380703611776	6.88533452103845	6.40888709680147	5.99239397814818
UXS1	80146	6.47927849718754	6.37658087655683	6.45037643729802	6.54250841658645	6.66581085207124	6.48796084276147
STK16	8576	5.61185064210469	5.69100339978119	6.20559196839416	5.91497798336102	5.63709336755001	5.18940921236287
HDLBP	3069	10.1588555186355	9.91744983162979	9.96286273062694	9.97647174755243	10.0650828461121	9.97627393732351
PPP1R7	5510	7.41270160085606	7.43932354054878	7.50577185373607	7.57013401364006	7.33173311009617	7.33408907774496
PASK	23178	4.5256485939248	4.3018041566118	4.82520531935446	5.13457782356028	4.16571169236674	4.75490080082751
STK25	10494	7.26680438066123	8.03776238344875	8.23396853466609	8.55942275521606	7.64940522519186	7.98481894385986
TPO	7173	2.8080630133522	2.20439665466513	2.20439665466513	3.03227131852234	2.20439665466513	2.20439665466513
ID2	3398	2.20439665466513	2.92026136519029	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513
TAF1B	9014	5.56225017126452	5.51782364664395	5.74993812045115	4.99769947913833	5.76630312432355	5.54939706887419
HPCAL1	3241	4.08513567188356	3.74704194778429	4.12224844642155	3.96901012906246	3.91444717323682	3.45950805503529
ODC1	4953	6.97880502415637	7.62016832893169	8.44363619052015	8.04097988851545	7.98677624809143	7.86348446625145
BIRC6	57448	6.91161792361899	6.7477842858706	6.18490941328668	6.74528830017272	7.14880600192293	7.1575282406339
NOL10	79954	6.54416514635059	5.98456645712755	6.70362338864907	6.94141670322916	6.71210723333334	6.82040707272081
PLEKHB2	55041	6.28023200893817	6.03666495522213	5.88464411860805	6.30629693630329	6.24197667779709	5.57798866092408
GORASP2	26003	6.51856138662443	6.20536658036301	6.67430406676708	6.24806705921954	6.60821106785378	6.18964211094724
STRN	6801	4.007621593684	4.20891570601749	3.92018308953016	3.3601629058611	4.67638838209482	3.93099723770223
CEBPZ	10153	7.77837049903911	7.80345408314321	8.22390344320523	7.68399559173775	7.48339965348219	7.54974400726663
PRKD3	23683	5.63601463302641	5.87429106847705	5.3247203677589	5.57793200611625	6.42009745607056	5.85948461183754
DCAF17	80067	4.35480818309552	3.88014039241458	3.3635857343891	3.80032984434565	4.4225689852743	4.02397691051039
QPCT	25797	5.18877368017296	5.32042215366359	4.65036661687313	4.99769947913833	5.994092703834	5.97108465441675
RAB3GAP1	22930	6.53142034774574	5.95778647146862	6.00770977159793	6.21803959383279	6.55838130953561	6.41112521978887
SLC25A12	8604	5.79454074076972	5.90266960242303	6.28545802862367	6.46801066300896	5.94825139708451	6.5465982532246
RMDN2	151393	5.18877368017296	4.75282804137988	5.0282274096394	4.58059068075987	4.98542551217554	4.85345313425425
DARS	1615	8.09161277430336	8.19432121129423	8.26865320338305	8.27696458005696	8.28770982145017	8.46983320933841
SRSF7	6432	8.282047443819	8.57785250358862	8.95641697611499	8.52928221893487	7.89358797625308	8.37616808238794
SDC1	6382	3.51823093553456	2.92026136519029	3.67675151376175	3.03227131852234	3.595318021956	3.29947951962511
PLCL1	5334	2.8080630133522	2.20439665466513	3.15902538125815	3.60269483174414	3.98224866864773	3.29947951962511
SLC1A4	6509	4.35480818309552	4.93207164235646	3.53188173718512	4.47916440210667	4.95432905251717	3.93099723770223
SOS1	6654	4.41425214460053	4.3018041566118	3.92018308953016	4.58059068075987	5.01583805661797	4.85345313425425
KYNU	8942	4.67702660741087	6.01085328085454	4.93045196190427	5.95200636933928	5.07473155840939	4.47165982153178
WIPF1	7456	6.51856138662443	6.20536658036301	5.24622565886342	6.5181029503981	6.87557311997473	6.22602577547169
ORC2	4999	5.43006007035274	5.72323924567708	5.77791865350828	5.5295632062838	5.38382681097436	6.36296726265383
COX7A2L	9167	5.22130393488098	5.13973224074971	4.71118179674233	5.13457782356028	4.92251584091752	4.64864898539274
PNO1	56902	4.62843811997225	4.87488836546059	5.11955773078313	4.67487247627882	5.26321178811101	4.26724651859658
ORC4	5000	6.60624553594807	6.13548760464533	6.39748356773834	5.66998030351296	6.30384292269195	6.20794953137883
PLEK	5341	4.67702660741087	6.20536658036301	5.46967345280302	6.30629693630329	5.01583805661797	3.71988016611992
RND3	390	6.04899217764263	4.98697671387641	5.07464272272299	5.37364893031394	5.73056955198049	5.39706103351008
ATF2	1386	5.12134783302523	5.51782364664395	4.71118179674233	4.99769947913833	5.49491837933529	5.68691319428642
THADA	63892	6.65404737039637	6.54753261982108	6.77440698941023	6.7241197385718	6.56848655079164	7.12907256765633
AAK1	22848	3.51823093553456	4.61872500904055	3.53188173718512	3.80032984434565	3.6839239310241	4.3390039518872
TRAK2	66008	6.06680805599122	6.45508368784843	5.16306947479751	6.02329968962091	6.02385568380447	6.26150775070668
C2orf42	54980	4.5256485939248	4.68743720936673	4.12224844642155	4.92383076462322	4.63728732595682	3.71988016611992
TIA1	7072	6.41131833798564	7.0801006847112	6.32378100558393	6.84669351568082	6.78321271918803	7.10978475109217
PCYOX1	51449	4.41425214460053	4.38846350842153	4.02536812991994	4.1170291283317	4.5555007898251	4.59221439042704
EPAS1	2034	6.56932027836833	7.22130824645746	6.88087638122106	7.779305514768	7.20810226640199	5.81227692078045
ARID3A	1820	3.05210379871314	3.99977108730234	3.3635857343891	4.1170291283317	3.13445734268975	2.84661518011193
SUMO1	7341	2.20439665466513	3.42072466449342	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513
CD207	50489	2.8080630133522	2.92026136519029	2.20439665466513	3.3601629058611	2.20439665466513	2.84661518011193
VAX2	25806	2.8080630133522	2.20439665466513	3.15902538125815	3.3601629058611	3.13445734268975	3.45950805503529
ATP6V1B1	525	5.53678270927528	5.78559698972999	6.39748356773834	6.36225264312239	5.53701783880221	6.69649958764777
NFE2L2	4780	5.6597737706608	5.0906562124717	4.71118179674233	5.37364893031394	5.83518504010848	5.54939706887419
MSH6	2956	6.28023200893817	6.35626484337113	6.86799088547957	6.0576545768845	6.10959588702812	5.92748696808614
PLEKHA3	65977	3.05210379871314	2.20439665466513	2.20439665466513	2.20439665466513	2.74750173979235	2.20439665466513
SPR	6697	2.8080630133522	2.92026136519029	3.53188173718512	3.03227131852234	2.74750173979235	2.84661518011193
EPHA4	2043	3.38715415283304	2.92026136519029	2.88546166182359	3.3601629058611	2.74750173979235	2.20439665466513
PARD3B	117583	2.8080630133522	3.42072466449342	2.20439665466513	2.20439665466513	3.39216893954894	2.20439665466513
FARSB	10056	7.89217792690875	7.67845834052632	8.20356001569754	7.70572689877878	7.97923653527135	8.12580172838082
ALMS1	7840	4.007621593684	4.10871389215343	3.3635857343891	3.60269483174414	4.16571169236674	3.93099723770223
BCL9	607	3.38715415283304	3.20690805475602	2.20439665466513	3.03227131852234	3.6839239310241	3.45950805503529
PRRX1	5396	4.35480818309552	4.20891570601749	3.80485336382535	3.96901012906246	4.046468860313	3.59756164266865
DHCR24	1718	5.45750641641195	3.74704194778429	3.3635857343891	4.24937210646663	5.40675637948072	2.84661518011193
DNAJC16	23341	4.15810203211784	2.92026136519029	3.92018308953016	4.47916440210667	4.10751173597147	4.11040717257858
MARK1	4139	3.63459467899756	2.20439665466513	2.88546166182359	3.03227131852234	2.20439665466513	2.84661518011193
MORN1	79906	4.5780294521258	3.74704194778429	3.53188173718512	3.3601629058611	4.046468860313	3.45950805503529
GPX7	2882	4.007621593684	4.38846350842153	4.71118179674233	4.58059068075987	4.22134931262818	3.71988016611992
SCP2	6342	7.16337444020604	7.01691492326809	6.76052638259899	7.03028648571439	6.87557311997473	6.96700814891513
PAPPA2	60676	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.84661518011193
RALGPS2	55103	4.29252250877362	4.46974039200569	4.65036661687313	4.58059068075987	5.07473155840939	5.42887210753783
ANGPTL1	9068	2.20439665466513	2.20439665466513	2.20439665466513	3.03227131852234	2.20439665466513	2.84661518011193
CEP104	9731	5.99417131065719	5.72323924567708	5.93515132654979	5.83790475916426	6.30384292269195	6.18964211094724
FAM20B	9917	4.22707930410932	3.42072466449342	3.15902538125815	3.80032984434565	4.22134931262818	3.71988016611992
TCEANC2	127428	3.05210379871314	2.92026136519029	3.53188173718512	3.3601629058611	3.595318021956	3.10543261539053
TMEM59	9528	9.57760876394841	9.05403318353177	9.63097882996555	9.15656301622526	8.95685166796441	9.77388433393408
LRRC42	115353	5.63601463302641	5.62424884251666	6.09905320182185	5.62470307807688	5.76630312432355	5.66045622267495
WRAP73	49856	6.43888991443038	5.62424884251666	6.36110585725577	6.0576545768845	5.97897527415278	6.24387665167465
MRPL37	51253	6.95992672907842	7.12872516175755	7.7214986769743	7.22354669288689	6.93140261344521	6.95624659370345
ICMT	23463	4.85565258638808	4.61872500904055	4.29616787642075	4.99769947913833	5.01583805661797	4.53329991914593
RPL22	6146	4.15810203211784	4.3018041566118	4.02536812991994	3.60269483174414	3.27247250464334	4.19124723543371
CHD5	26038	2.20439665466513	2.92026136519029	2.20439665466513	2.20439665466513	3.13445734268975	2.84661518011193
QSOX1	5768	6.98815209158964	6.95082686034141	6.78815485306464	7.26806401006895	7.05142047274215	7.01964072605625
STXBP3	6814	6.83078175161807	7.0297759555361	7.00375504909122	7.01294620645607	7.02966640281694	7.20373913145519
PHF13	148479	2.20439665466513	2.92026136519029	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513
ERRFI1	54206	3.05210379871314	3.42072466449342	2.88546166182359	2.20439665466513	2.96805980835339	2.84661518011193
PARK7	11315	9.60668737286419	9.34102505338864	10.0523021912685	9.22960444544409	9.18530953193403	9.22359021411818
KIAA1324	57535	3.73973916802447	2.20439665466513	2.20439665466513	3.3601629058611	2.96805980835339	2.20439665466513
OPRD1	4985	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.84661518011193
AMPD2	271	5.70613103555542	5.90266960242303	6.09905320182185	6.12398185078409	5.85189705167434	6.27892445637679
SRSF4	6429	5.56225017126452	5.75475994938179	5.69226837390156	6.12398185078409	6.26704470994931	6.73480604148452
MECR	51102	6.01267973135682	5.75475994938179	6.48458512464564	5.62470307807688	6.09565828805799	6.5175789492158
KCNC4	3749	2.20439665466513	2.20439665466513	2.88546166182359	3.03227131852234	2.20439665466513	2.20439665466513
EDEM3	80267	5.12134783302523	5.44214632241132	4.21217335548438	4.47916440210667	5.61763580094565	5.73839276016351
WDR77	79084	5.83676695816083	6.15916181389582	6.55064941046022	6.4422931508884	6.17731652256348	5.63349655289974
ATP5F1	515	4.89688572591109	4.87488836546059	5.20526562128656	5.62470307807688	4.8565949376348	4.59221439042704
RAP1A	5906	4.72392919687724	5.48049183109682	5.11955773078313	5.66998030351296	5.13123029677059	4.53329991914593
HDAC1	3065	7.67807065948556	7.67845834052632	7.96456152480915	7.8590387413914	7.44010189824494	7.82263343485299
CAPZA1	829	3.83595925662444	4.68743720936673	3.80485336382535	4.7630034293641	4.37510711830511	2.84661518011193
S100PBP	64766	3.63459467899756	4.20891570601749	4.12224844642155	4.1170291283317	4.27466280295792	4.02397691051039
RNF19B	127544	5.91763988776829	5.93049425597359	5.69226837390156	5.71385760560272	6.16402642687496	6.03408161746553
SCAMP3	10067	7.77837049903911	7.17576076297366	7.68526903243028	7.40723869675207	7.37835945718219	7.10978475109217
TRIM62	55223	2.8080630133522	2.92026136519029	3.15902538125815	2.20439665466513	2.96805980835339	2.84661518011193
ASH1L	55870	5.45750641641195	5.32042215366359	4.21217335548438	4.7630034293641	5.90088811894655	5.90517801605968
DLGAP3	58512	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.96805980835339	2.20439665466513
SFPQ	6421	8.45024215095053	8.88406301115642	8.94420948758852	8.87436091800335	8.41050430260722	8.58245805445346
RHOU	58480	2.8080630133522	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513
GON4L	54856	5.81581041628827	5.36217751327654	5.24622565886342	5.5295632062838	5.73056955198049	6.39525158928983
ARHGEF2	9181	7.47382470522265	7.86927592277628	7.67051826748273	7.8783015233622	7.70988812433661	8.35586463451837
LAMTOR2	28956	5.99417131065719	6.68408538906113	6.86799088547957	6.70263472232558	6.06736868801564	5.92748696808614
MEF2D	4209	5.22130393488098	5.69100339978119	5.20526562128656	5.31759255626309	5.69391423632966	5.57798866092408
DOCK7	85440	6.55679780136188	6.18245065841798	6.14262534747503	6.09120285166963	6.87557311997473	6.60293443510069
SRM	6723	7.99765449932818	8.3146893156524	9.32220007208372	8.31985761278059	8.60672863977517	8.54349329996338
FBXO2	26232	3.05210379871314	2.92026136519029	3.15902538125815	3.60269483174414	2.74750173979235	3.71988016611992
FBXO6	26270	4.5780294521258	3.42072466449342	4.21217335548438	4.1170291283317	4.27466280295792	3.93099723770223
C1orf21	81563	7.12999494921247	6.63438687706572	6.82862686521168	6.56650592722335	6.54820444318654	6.78434317909862
SWT1	54823	3.63459467899756	3.99977108730234	4.21217335548438	3.3601629058611	3.595318021956	4.64864898539274
MAD2L2	10459	7.5066939335178	6.96428954713791	8.03533917657449	7.55823697844707	6.89174674000267	7.05032035638031
DNAJC6	9829	2.8080630133522	2.92026136519029	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513
LEPR	3953	3.51823093553456	4.38846350842153	3.67675151376175	3.96901012906246	3.49874688560142	2.84661518011193
IVNS1ABP	10625	8.40216012072081	8.97984851574866	8.51140157125804	9.13671064797638	8.56201187893859	9.7081447054962
KIAA2013	90231	2.20439665466513	2.20439665466513	2.20439665466513	3.03227131852234	2.20439665466513	2.20439665466513
MFN2	9927	7.24358681363683	6.79377174291908	6.501388441885	6.80698549014634	7.33764461502758	7.13862042364215
PRG4	10216	6.71164635356828	6.6002728763896	7.66308588132397	7.06435255537486	6.31590193046948	6.69649958764777
MIIP	60672	6.28023200893817	6.7477842858706	7.24201193931027	7.33933167337682	6.55838130953561	6.32993915655851
SMG7	9887	5.99417131065719	5.81577978561091	5.36238146082084	5.91497798336102	5.96369601866771	6.24387665167465
NCF2	4688	5.01365955968099	7.45846425153785	5.88464411860805	7.60524690171185	5.71236011927233	5.11273291504108
SLC35D1	23169	3.92486093503743	4.38846350842153	3.53188173718512	3.03227131852234	4.22134931262818	3.93099723770223
PLA2G4A	5321	5.99417131065719	5.36217751327654	6.24608168183435	4.84577531680042	5.04559724251255	5.73839276016351
GADD45A	1647	3.92486093503743	4.46974039200569	4.12224844642155	4.24937210646663	3.91444717323682	3.59756164266865
WLS	79971	7.16337444020604	6.25012647592924	7.24201193931027	6.5181029503981	7.02234135257422	6.65714396145635
PRDM2	7799	3.23553357106303	2.92026136519029	2.88546166182359	3.3601629058611	3.13445734268975	3.45950805503529
RGS2	5997	4.35480818309552	6.06201851461783	4.58667876934559	4.7630034293641	4.27466280295792	3.71988016611992
