Hugo_Symbol	Entrez_Gene_Id	M032_Pre	M032_R1	M032_R2	M032_R3	M032_R5	M032_R6
HK3	3101	3.92486093503743	7.42965696899537	6.16392357373665	5.79774564614323	5.26321178811101	3.45950805503529
ZNF394	84124	3.38715415283304	2.92026136519029	2.88546166182359	3.03227131852234	3.39216893954894	3.45950805503529
CPSF4	10898	5.72875428358742	5.69100339978119	6.03109893117072	5.87696236794172	5.91685129535915	6.01338990753774
LY6E	4061	7.58880202425514	6.58290712923761	8.00038462654556	8.00638226938121	7.66358979961707	4.90019129395016
VPS28	51160	8.48363076056599	8.52439023363784	9.40246630664241	8.69592766161651	7.90158790982677	7.94730871601604
TONSL	4796	5.63601463302641	6.71628772243421	7.29107265113151	6.7241197385718	6.46408282951516	7.09023498113796
MUM1	84939	6.85142072832556	6.43585708579754	6.45037643729802	6.49327534573386	6.35148184896676	6.72215033209988
RECQL4	9401	5.56225017126452	7.01691492326809	8.17772036831352	7.66193159432945	6.79185860730061	6.95624659370345
LRRC14	9684	3.51823093553456	3.99977108730234	3.67675151376175	3.80032984434565	2.96805980835339	3.45950805503529
ZNF333	84449	5.25309509102985	4.68743720936673	4.37503265632348	4.1170291283317	4.8565949376348	5.03158644248279
COL26A1	136227	3.05210379871314	2.92026136519029	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513
PPP1R16A	84988	6.13593076799508	5.95778647146862	6.61380703611776	6.54250841658645	5.88474417207043	6.2961319557359
ORAI2	80228	3.73973916802447	3.42072466449342	3.92018308953016	3.3601629058611	3.595318021956	3.45950805503529
ALKBH4	54784	2.8080630133522	3.20690805475602	3.15902538125815	3.3601629058611	2.96805980835339	2.84661518011193
SH2B2	10603	3.23553357106303	4.68743720936673	4.51981256494868	5.57793200611625	4.51265266018137	4.11040717257858
C5orf45	51149	7.10444239508836	6.82363263403729	6.37941007293626	6.76614962744682	6.51723370531623	6.32993915655851
SQSTM1	8878	9.36476584670297	8.9765349116427	8.46515690486968	9.15261433977087	8.60182802718965	8.68692167068717
MGAT4B	11282	8.49349845144045	8.54690750193451	8.43056790973082	8.53536092756708	8.27545081086583	8.35176941638663
RPL8	6132	7.07842803547762	7.2435528542738	8.25882813263507	7.16196493648293	6.60821106785378	6.63029490461444
MAML1	9794	2.20439665466513	2.20439665466513	2.20439665466513	3.03227131852234	3.27247250464334	2.20439665466513
PGLYRP2	114770	2.20439665466513	2.20439665466513	2.88546166182359	2.20439665466513	2.20439665466513	2.20439665466513
LRWD1	222229	7.07842803547762	6.6677094935501	6.59827611731542	6.84669351568082	6.91567120678749	6.98829275474056
FBXL13	222235	4.007621593684	3.59624948756068	4.21217335548438	3.60269483174414	3.76599211788116	3.29947951962511
NAPEPLD	222236	3.05210379871314	3.20690805475602	2.88546166182359	2.20439665466513	3.39216893954894	3.59756164266865
SCGB3A1	92304	2.20439665466513	3.20690805475602	2.20439665466513	2.20439665466513	2.74750173979235	2.20439665466513
PSMC2	5701	6.73405469656758	6.39661307017166	6.20559196839416	6.3894322073031	6.29168156728936	5.99239397814818
CELF5	60680	2.20439665466513	2.20439665466513	2.88546166182359	2.20439665466513	2.20439665466513	2.20439665466513
MFSD12	126321	8.4229633000789	8.14202937140076	7.95241992003313	7.63952455060773	7.74143418488865	7.76219033199596
USP41	373856	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.84661518011193
TUBA3FP	113691	3.05210379871314	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513
YDJC	150223	3.73973916802447	4.3018041566118	4.51981256494868	4.36931867120386	4.22134931262818	3.59756164266865
CCDC116	164592	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.84661518011193
DVL3	1857	7.58880202425514	7.52352246795774	6.98000458972682	7.40723869675207	7.73696965675902	8.22764768205365
AP2M1	1173	8.68650284346852	9.0414025092691	8.90695462645285	8.91688618138846	8.73982473309873	8.45081496639061
ABCF3	55324	7.39875917168127	8.12416868141346	7.69258818462362	8.06639394898117	7.57630936736427	8.03165534516623
PCYT1A	5130	4.81314112093738	5.03978494637815	4.87883647161647	5.42755789965926	4.88995052000503	5.15159782720817
FBXO27	126433	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.84661518011193
DMKN	93099	7.17977838533207	3.74704194778429	4.82520531935446	4.58059068075987	4.5555007898251	6.17109747645655
BDH1	622	4.76926518845835	4.54631089152221	5.0282274096394	4.92383076462322	5.01583805661797	5.81227692078045
NPHS1	4868	2.8080630133522	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513
THAP8	199745	3.38715415283304	3.20690805475602	3.67675151376175	2.20439665466513	3.27247250464334	3.10543261539053
COX7A1	1346	4.47112237825734	6.37658087655683	5.43480894696802	5.47948135335565	4.75135625847034	3.29947951962511
ZNF382	84911	2.20439665466513	2.92026136519029	2.20439665466513	3.03227131852234	2.74750173979235	2.20439665466513
DUSP14	11072	3.05210379871314	2.20439665466513	2.20439665466513	2.20439665466513	2.96805980835339	3.10543261539053
LRRC56	115399	3.73973916802447	3.42072466449342	3.92018308953016	3.80032984434565	3.39216893954894	3.45950805503529
PLXDC1	57125	6.04899217764263	6.89567974503987	5.3990606424167	6.30629693630329	5.71236011927233	5.94945233560843
PGAP3	93210	4.67702660741087	4.38846350842153	5.07464272272299	4.99769947913833	4.88995052000503	4.75490080082751
GRIN2C	2905	2.20439665466513	2.20439665466513	2.88546166182359	3.03227131852234	2.74750173979235	2.20439665466513
FDXR	2232	6.98815209158964	6.41636929211376	7.36625114489566	7.20839640946247	6.85096646698133	6.69649958764777
SAP30BP	29115	7.58880202425514	7.68659631554077	7.90910049687593	7.83951507099145	7.53575388014923	7.80476512865839
ACOX1	51	5.22130393488098	4.38846350842153	4.93045196190427	4.7630034293641	5.10326761209626	4.85345313425425
PRPSAP1	5635	6.15270173018355	6.03666495522213	6.14262534747503	5.66998030351296	6.00905173440343	6.4268250902401
CYGB	114757	4.29252250877362	3.74704194778429	4.93045196190427	4.24937210646663	4.5555007898251	3.93099723770223
SRSF2	6427	3.63459467899756	3.42072466449342	4.02536812991994	3.80032984434565	3.76599211788116	3.83020558594204
ZNF577	84765	4.007621593684	5.13973224074971	4.82520531935446	5.5295632062838	4.75135625847034	5.07275194237101
TMEM143	55260	3.63459467899756	3.20690805475602	3.67675151376175	3.3601629058611	3.6839239310241	3.10543261539053
CCL5	6352	3.92486093503743	2.20439665466513	2.20439665466513	3.60269483174414	3.27247250464334	2.20439665466513
CCDC155	147872	2.20439665466513	2.20439665466513	2.88546166182359	2.20439665466513	2.20439665466513	2.20439665466513
ALDH16A1	126133	6.28023200893817	6.58290712923761	6.86799088547957	7.25337728621334	6.09565828805799	6.4268250902401
DCD	117159	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	3.45950805503529
ITGA5	3678	7.82080186420625	9.18037802689239	8.20356001569754	8.53536092756708	8.33572957349648	7.36694483578388
ZNF385A	25946	4.15810203211784	5.65801867313642	4.29616787642075	5.42755789965926	4.27466280295792	4.19124723543371
MPP3	4356	4.35480818309552	4.68743720936673	5.07464272272299	5.13457782356028	4.63728732595682	5.52021582135488
CD300LG	146894	2.20439665466513	2.20439665466513	3.3635857343891	4.36931867120386	3.13445734268975	2.84661518011193
NAGS	162417	2.20439665466513	2.92026136519029	2.88546166182359	2.20439665466513	2.96805980835339	3.83020558594204
LSM12	124801	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.84661518011193
EMC10	284361	7.74018996299423	7.32924665789189	7.57869510790082	7.33933167337682	7.02966640281694	7.38309588635633
JOSD2	126119	6.33997708131425	6.56532880836151	7.2319959904793	6.84669351568082	5.76630312432355	5.66045622267495
SHANK1	50944	2.8080630133522	3.20690805475602	2.20439665466513	3.03227131852234	2.20439665466513	3.83020558594204
FAM171A2	284069	3.05210379871314	3.20690805475602	3.67675151376175	2.20439665466513	3.595318021956	3.10543261539053
DBF4B	80174	4.93691847258086	5.55419499486714	5.286021906392	5.2592057178579	5.26321178811101	6.34654833130233
PLCD3	113026	4.47112237825734	4.10871389215343	3.67675151376175	4.47916440210667	4.5555007898251	4.53329991914593
FMNL3	91010	6.85142072832556	7.66204322501736	6.93129414350593	7.5341441129847	6.89174674000267	7.88064377797937
RACGAP1	29127	4.72392919687724	5.0906562124717	4.44940734225704	5.19828022818515	5.13123029677059	4.94539338908717
LARP4	113251	3.92486093503743	3.99977108730234	3.80485336382535	3.3601629058611	4.3258564686552	3.71988016611992
GRASP	160622	6.32527269965215	6.35626484337113	6.56670113926583	6.46801066300896	6.75695862524109	6.79646526625306
RAVER1	125950	5.37351024146423	5.27738755140152	5.24622565886342	5.37364893031394	5.63709336755001	5.78807275893553
SYCE2	256126	2.8080630133522	2.20439665466513	3.15902538125815	2.20439665466513	2.20439665466513	3.10543261539053
SPC24	147841	3.38715415283304	4.3018041566118	4.12224844642155	2.20439665466513	3.76599211788116	3.45950805503529
LEMD2	221496	7.13841265880732	7.27628846010129	6.95585550382522	7.19308502124709	7.16884399656785	7.81074587468888
ALOX15	246	2.20439665466513	3.59624948756068	2.20439665466513	3.80032984434565	2.74750173979235	2.20439665466513
TREML1	340205	2.20439665466513	2.20439665466513	2.20439665466513	3.3601629058611	2.20439665466513	2.20439665466513
ADCY10P1	221442	3.73973916802447	4.20891570601749	3.92018308953016	3.80032984434565	3.39216893954894	4.11040717257858
ZNF653	115950	3.83595925662444	3.74704194778429	3.67675151376175	3.60269483174414	3.76599211788116	3.45950805503529
MED11	400569	3.38715415283304	2.92026136519029	3.67675151376175	3.03227131852234	3.39216893954894	2.84661518011193
CXCL16	58191	4.15810203211784	5.27738755140152	3.53188173718512	5.06782389947349	4.46837756696937	3.45950805503529
SCIMP	388325	3.63459467899756	3.42072466449342	3.3635857343891	3.60269483174414	3.49874688560142	3.10543261539053
BCL6B	255877	4.007621593684	5.13973224074971	4.02536812991994	4.24937210646663	3.76599211788116	3.59756164266865
ASGR2	433	2.20439665466513	3.42072466449342	2.20439665466513	3.03227131852234	2.96805980835339	2.20439665466513
SENP3	26168	2.8080630133522	2.20439665466513	2.88546166182359	3.03227131852234	2.20439665466513	2.84661518011193
POLR3K	51728	2.20439665466513	2.92026136519029	3.67675151376175	3.03227131852234	2.96805980835339	3.71988016611992
SNRNP25	79622	5.9564186386793	5.95778647146862	6.30474763026044	6.02329968962091	6.06736868801564	5.81227692078045
WDR90	197335	6.5817344914951	7.23247350366742	7.13857186466473	7.22354669288689	7.02234135257422	7.80476512865839
JMJD8	339123	7.86709022632524	7.73448219656678	8.51140157125804	7.60524690171185	7.90158790982677	7.93092925370866
CCDC78	124093	5.77294830044845	5.84533587391493	7.19122062144644	6.95963521192774	6.56848655079164	6.87857361711111
SPSB3	90864	3.92486093503743	4.38846350842153	3.92018308953016	4.47916440210667	3.84256846245073	4.3390039518872
C16orf59	80178	4.22707930410932	4.3018041566118	5.43480894696802	4.36931867120386	4.5555007898251	4.19124723543371
CCNF	899	4.89688572591109	5.36217751327654	5.46967345280302	4.67487247627882	5.42931877521128	5.26209586377091
TBC1D24	57465	4.22707930410932	3.74704194778429	3.3635857343891	3.60269483174414	3.98224866864773	4.19124723543371
AMDHD2	51005	5.08637084531803	5.27738755140152	5.66253089951259	5.98809803943551	5.13123029677059	5.11273291504108
PAQR4	124222	4.29252250877362	5.13973224074971	5.69226837390156	4.92383076462322	4.67638838209482	4.26724651859658
FLYWCH2	114984	4.15810203211784	3.99977108730234	4.21217335548438	3.96901012906246	3.6839239310241	3.71988016611992
ZG16B	124220	2.20439665466513	2.92026136519029	2.20439665466513	2.20439665466513	2.20439665466513	2.84661518011193
ZNF75A	7627	3.51823093553456	3.20690805475602	2.88546166182359	3.03227131852234	2.74750173979235	3.10543261539053
ADCY9	115	4.29252250877362	3.42072466449342	2.88546166182359	3.60269483174414	4.63728732595682	3.59756164266865
CLPB	81570	5.85741956763228	5.78559698972999	6.30474763026044	5.57793200611625	5.69391423632966	5.45998131031965
NEU3	10825	3.05210379871314	2.20439665466513	2.20439665466513	2.20439665466513	3.13445734268975	3.29947951962511
CYB561A3	220002	5.31459279147373	4.93207164235646	4.82520531935446	4.92383076462322	4.46837756696937	4.3390039518872
PPP1R32	220004	3.63459467899756	3.20690805475602	3.53188173718512	3.03227131852234	2.96805980835339	3.29947951962511
ASRGL1	80150	3.92486093503743	3.99977108730234	3.67675151376175	4.58059068075987	5.07473155840939	4.3390039518872
GNG3	2785	3.23553357106303	2.92026136519029	2.20439665466513	3.03227131852234	2.74750173979235	3.10543261539053
UBXN1	51035	7.6952795344224	7.60307163208778	7.80490562630956	7.897310302604	7.22733716930798	6.58905623119715
C11orf48	79081	3.92486093503743	3.59624948756068	3.67675151376175	3.03227131852234	3.6839239310241	3.29947951962511
TTC9C	283237	4.47112237825734	4.20891570601749	4.44940734225704	3.80032984434565	3.98224866864773	2.84661518011193
TAF6L	10629	5.83676695816083	4.81521983748553	5.3990606424167	4.99769947913833	5.28817778327761	5.15159782720817
NXF1	10482	8.42983153811267	8.41112578493136	8.51965267181181	8.84529785943563	8.19962410118154	8.5613351531059
STX5	6811	6.5817344914951	5.98456645712755	6.22597994628508	6.46801066300896	6.25456553869145	5.45998131031965
SLC25A45	283130	3.38715415283304	2.20439665466513	3.15902538125815	3.60269483174414	3.595318021956	4.02397691051039
ITIH3	3699	3.73973916802447	2.92026136519029	2.88546166182359	3.3601629058611	2.74750173979235	2.20439665466513
DCP1A	55802	4.35480818309552	3.20690805475602	2.88546166182359	3.03227131852234	4.27466280295792	3.29947951962511
SYVN1	84447	6.53142034774574	5.55419499486714	6.0767588726482	6.36225264312239	6.55838130953561	6.80848600201069
ZFPL1	7542	5.6597737706608	5.32042215366359	5.69226837390156	5.19828022818515	5.33681572621547	5.49041958152083
RPS6KA4	8986	7.15510184237802	6.13548760464533	6.8418682893825	7.03028648571439	6.84266979108827	6.09441730467529
LRP5	4041	6.03095133982663	5.44214632241132	5.85870316128015	5.91497798336102	6.39758842339867	6.65714396145635
TPCN2	219931	6.38320633066041	6.52951306845255	7.21175263593568	6.5181029503981	6.60821106785378	7.61272665060099
CMPK1	51727	6.15270173018355	5.75475994938179	5.88464411860805	5.79774564614323	5.96369601866771	5.76344969507477
BEND5	79656	3.38715415283304	3.20690805475602	2.20439665466513	2.20439665466513	2.96805980835339	3.10543261539053
ZYG11B	79699	3.38715415283304	3.88014039241458	3.15902538125815	3.3601629058611	4.16571169236674	4.19124723543371
C1orf123	54987	7.00666602170317	7.29770597685434	7.50577185373607	7.22354669288689	6.93920427241273	7.23966886456189
MAGOH	4116	5.22130393488098	5.0906562124717	5.5036976876846	5.13457782356028	5.04559724251255	4.75490080082751
ACOT11	26027	3.38715415283304	5.23299053777164	3.67675151376175	4.99769947913833	4.37510711830511	6.2961319557359
USP24	23358	6.820350106109	6.52951306845255	6.51799730666131	7.17760905814259	7.56123450221281	7.61272665060099
PPAP2B	8613	4.67702660741087	4.68743720936673	3.67675151376175	5.31759255626309	4.59701717345462	4.53329991914593
NOL9	79707	5.12134783302523	4.75282804137988	4.37503265632348	5.13457782356028	4.51265266018137	4.80506537675542
KLHL21	9903	2.8080630133522	2.20439665466513	2.20439665466513	2.20439665466513	2.74750173979235	2.84661518011193
ZSWIM5	57643	3.38715415283304	2.20439665466513	2.88546166182359	2.20439665466513	2.20439665466513	2.20439665466513
GMEB1	10691	4.22707930410932	3.99977108730234	3.92018308953016	3.60269483174414	4.16571169236674	3.71988016611992
SLC45A1	50651	3.05210379871314	2.20439665466513	3.15902538125815	3.03227131852234	2.20439665466513	2.20439665466513
SEPN1	57190	6.01267973135682	5.84533587391493	5.80535940080877	5.91497798336102	6.87557311997473	5.97108465441675
JAK1	3716	6.75611903576314	7.2435528542738	6.8418682893825	7.33933167337682	6.93920427241273	6.31313524860984
RAVER2	55225	3.73973916802447	3.99977108730234	4.02536812991994	3.3601629058611	4.3258564686552	4.26724651859658
CTRC	11330	2.20439665466513	3.42072466449342	2.20439665466513	2.20439665466513	2.74750173979235	2.84661518011193
LZIC	84328	6.04899217764263	6.15916181389582	6.20559196839416	5.47948135335565	5.71236011927233	4.80506537675542
RBP7	116362	4.22707930410932	5.69100339978119	6.03109893117072	7.14614895401342	6.02385568380447	4.80506537675542
FBLIM1	54751	4.22707930410932	4.81521983748553	4.37503265632348	5.19828022818515	4.78734447800054	4.75490080082751
SLC25A34	284723	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.96805980835339	2.84661518011193
AKR7A3	22977	2.20439665466513	2.20439665466513	2.20439665466513	3.03227131852234	2.20439665466513	2.20439665466513
PDPN	10630	3.63459467899756	4.10871389215343	4.65036661687313	3.3601629058611	3.91444717323682	3.10543261539053
DHRS3	9249	4.5780294521258	5.36217751327654	4.87883647161647	4.36931867120386	4.16571169236674	3.45950805503529
MATN1	4146	2.20439665466513	2.20439665466513	2.88546166182359	2.20439665466513	2.20439665466513	2.20439665466513
LAPTM5	7805	5.91763988776829	9.32808371270636	6.46758272317025	8.49849832670374	7.06574262934116	6.11397620758874
SDC3	9672	4.85565258638808	3.59624948756068	4.29616787642075	4.36931867120386	5.18552743007647	4.75490080082751
PEF1	553115	4.76926518845835	4.93207164235646	3.80485336382535	4.47916440210667	4.16571169236674	4.02397691051039
SYNC	81493	3.23553357106303	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.84661518011193
RBBP4	5928	2.20439665466513	2.20439665466513	2.20439665466513	3.03227131852234	2.74750173979235	2.20439665466513
KIAA1522	57648	4.35480818309552	2.20439665466513	2.88546166182359	3.60269483174414	3.6839239310241	3.71988016611992
TMCO4	255104	5.56225017126452	5.13973224074971	5.53692198292888	5.71385760560272	5.42931877521128	6.11397620758874
UBXN10	127733	2.8080630133522	2.20439665466513	2.20439665466513	2.20439665466513	2.74750173979235	2.20439665466513
CAMK2N1	55450	3.23553357106303	2.92026136519029	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513
ALPL	249	3.38715415283304	4.54631089152221	5.91012134890603	4.99769947913833	5.40675637948072	3.45950805503529
TTLL10	254173	2.20439665466513	2.20439665466513	2.20439665466513	3.03227131852234	2.96805980835339	2.20439665466513
SCNN1D	6339	5.7510230066972	6.33565675923574	5.9597496541398	6.7241197385718	5.71236011927233	5.99239397814818
MXRA8	54587	5.9564186386793	5.75475994938179	5.286021906392	4.99769947913833	5.04559724251255	4.47165982153178
C1orf86	199990	6.65404737039637	7.05515826796425	7.67051826748273	7.44649763130698	6.32786031019318	7.01964072605625
MEGF6	1953	5.48442916037028	5.78559698972999	5.286021906392	4.67487247627882	5.07473155840939	4.47165982153178
NFIA	4774	3.63459467899756	3.88014039241458	3.53188173718512	2.20439665466513	2.74750173979235	3.45950805503529
OMA1	115209	4.007621593684	3.88014039241458	4.02536812991994	3.96901012906246	4.37510711830511	4.11040717257858
MYSM1	114803	4.85565258638808	5.48049183109682	4.82520531935446	4.7630034293641	5.63709336755001	6.20794953137883
TM2D1	83941	6.46594155965616	6.20536658036301	6.12100521272884	6.41610618606293	5.90088811894655	5.88251442990947
USP1	7398	4.85565258638808	4.46974039200569	4.21217335548438	4.84577531680042	4.5555007898251	4.02397691051039
FUBP1	8880	7.87214281582272	7.26545906274986	7.31023834219672	7.32535747036133	7.55617429660634	7.1575282406339
NEXN	91624	3.23553357106303	4.54631089152221	3.3635857343891	3.3601629058611	3.39216893954894	3.29947951962511
DNAJB4	11080	2.20439665466513	2.92026136519029	2.88546166182359	2.20439665466513	2.20439665466513	2.20439665466513
ELTD1	64123	6.39733121685717	7.81834309053567	7.4636052007589	8.05797227036553	7.02966640281694	5.63349655289974
TYW3	127253	4.41425214460053	5.03978494637815	5.0282274096394	4.84577531680042	4.75135625847034	4.40700724148386
SNX7	51375	4.85565258638808	4.46974039200569	4.29616787642075	3.80032984434565	4.51265266018137	3.71988016611992
FAM102B	284611	3.51823093553456	3.74704194778429	3.15902538125815	4.47916440210667	3.76599211788116	3.71988016611992
HENMT1	113802	3.63459467899756	4.75282804137988	4.21217335548438	3.80032984434565	4.16571169236674	3.10543261539053
C1orf52	148423	3.63459467899756	3.20690805475602	3.92018308953016	3.60269483174414	3.98224866864773	3.45950805503529
WDR63	126820	6.43888991443038	3.74704194778429	3.3635857343891	4.7630034293641	3.98224866864773	4.3390039518872
GBP2	2634	6.66575336590569	6.33565675923574	5.77791865350828	6.78671254213976	5.57790045085245	4.98916121612808
ATXN7L2	127002	3.05210379871314	3.20690805475602	2.20439665466513	3.80032984434565	3.6839239310241	3.45950805503529
GBP4	115361	4.67702660741087	3.20690805475602	3.53188173718512	4.92383076462322	4.046468860313	3.10543261539053
ZNF326	284695	5.45750641641195	5.44214632241132	5.53692198292888	5.71385760560272	5.33681572621547	5.94945233560843
HFM1	164045	3.51823093553456	3.42072466449342	3.3635857343891	4.1170291283317	3.98224866864773	3.83020558594204
GFI1	2672	2.20439665466513	2.20439665466513	2.88546166182359	2.20439665466513	2.20439665466513	2.20439665466513
KCNT2	343450	3.05210379871314	3.42072466449342	2.88546166182359	3.60269483174414	2.20439665466513	2.84661518011193
AGL	178	4.67702660741087	4.87488836546059	4.12224844642155	3.80032984434565	4.59701717345462	4.3390039518872
VCAM1	7412	4.007621593684	3.74704194778429	3.53188173718512	3.3601629058611	4.16571169236674	2.20439665466513
EXTL2	2135	3.05210379871314	2.20439665466513	2.20439665466513	2.20439665466513	2.74750173979235	2.84661518011193
SLC30A7	148867	4.5256485939248	3.99977108730234	3.80485336382535	4.58059068075987	4.10751173597147	4.11040717257858
ARPC5	10092	5.99417131065719	6.37658087655683	6.00770977159793	6.24806705921954	5.88474417207043	5.76344969507477
CADM3	57863	3.05210379871314	3.20690805475602	4.65036661687313	4.7630034293641	3.84256846245073	3.10543261539053
NLRP3	114548	3.23553357106303	3.42072466449342	3.3635857343891	3.60269483174414	3.27247250464334	2.20439665466513
ZNF496	84838	5.12134783302523	5.13973224074971	4.87883647161647	4.47916440210667	4.95432905251717	5.60601437425282
TRIM58	25893	2.8080630133522	3.20690805475602	2.20439665466513	2.20439665466513	2.74750173979235	2.20439665466513
SLAMF9	89886	2.20439665466513	3.42072466449342	2.88546166182359	2.20439665466513	2.20439665466513	2.20439665466513
KCNJ9	3765	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.74750173979235	2.20439665466513
IGSF8	93185	4.76926518845835	4.93207164235646	5.20526562128656	5.37364893031394	5.59790742302145	4.75490080082751
DDR2	4921	4.47112237825734	4.61872500904055	5.07464272272299	4.58059068075987	5.994092703834	5.45998131031965
PEA15	8682	6.01267973135682	6.37658087655683	6.20559196839416	5.91497798336102	5.57790045085245	5.22622435265562
NCSTN	23385	7.53883002583884	7.22130824645746	7.09502106680718	7.28260246538057	7.68228797804363	7.46124169130458
VANGL2	57216	3.83595925662444	3.42072466449342	3.15902538125815	3.03227131852234	3.76599211788116	3.71988016611992
SLAMF6	114836	3.23553357106303	2.20439665466513	2.20439665466513	2.20439665466513	2.74750173979235	2.20439665466513
OLFML2B	25903	5.08637084531803	6.2719924954	4.76938601722193	5.19828022818515	5.01583805661797	4.11040717257858
FCRLB	127943	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.74750173979235	3.29947951962511
SLC9C2	284525	3.05210379871314	2.92026136519029	2.88546166182359	3.3601629058611	2.96805980835339	3.83020558594204
KLHDC9	126823	3.05210379871314	2.20439665466513	2.20439665466513	2.20439665466513	2.74750173979235	2.20439665466513
FLVCR1	28982	4.15810203211784	3.42072466449342	3.67675151376175	4.36931867120386	4.22134931262818	4.19124723543371
ATF3	467	3.73973916802447	4.3018041566118	2.88546166182359	3.60269483174414	2.20439665466513	2.20439665466513
DENND2D	79961	4.41425214460053	5.27738755140152	4.44940734225704	5.98809803943551	4.4225689852743	3.29947951962511
SNED1	25992	6.41131833798564	4.54631089152221	5.3247203677589	6.36225264312239	5.47338878865927	3.29947951962511
BPNT1	10380	5.97541979329965	5.1871393251837	5.63215686053515	5.42755789965926	5.57790045085245	5.90517801605968
SPATA17	128153	2.8080630133522	2.92026136519029	3.15902538125815	3.03227131852234	3.39216893954894	3.10543261539053
BROX	148362	5.70613103555542	5.55419499486714	4.87883647161647	5.5295632062838	5.81827456702345	5.68691319428642
ACP6	51205	6.24939845546879	5.44214632241132	6.03109893117072	6.56650592722335	6.05301109445935	6.27892445637679
WDR64	128025	2.8080630133522	3.20690805475602	2.20439665466513	2.20439665466513	2.74750173979235	3.10543261539053
KIF26B	55083	2.20439665466513	2.20439665466513	3.15902538125815	2.20439665466513	2.96805980835339	2.20439665466513
TFB2M	64216	4.9758215920411	4.20891570601749	4.93045196190427	4.99769947913833	5.01583805661797	5.11273291504108
CNST	163882	4.41425214460053	3.42072466449342	3.67675151376175	3.3601629058611	4.95432905251717	4.40700724148386
PPP1R21	129285	6.91161792361899	7.01691492326809	7.00375504909122	6.78671254213976	7.34939533331112	7.55687956913678
KLHDC8A	55220	2.8080630133522	3.20690805475602	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513
PKDCC	91461	4.41425214460053	3.42072466449342	4.87883647161647	3.80032984434565	4.046468860313	3.83020558594204
HAAO	23498	3.51823093553456	5.55419499486714	4.02536812991994	5.37364893031394	3.84256846245073	3.59756164266865
B3GALNT2	148789	4.72392919687724	5.27738755140152	4.58667876934559	4.67487247627882	5.23779304839884	5.68691319428642
MAPKAPK2	9261	6.63034528452506	6.88155617003244	6.9436272383205	6.76614962744682	6.71210723333334	6.96700814891513
IL24	11009	2.20439665466513	2.20439665466513	2.88546166182359	2.20439665466513	2.20439665466513	2.20439665466513
FAIM3	9214	3.05210379871314	2.92026136519029	3.3635857343891	3.96901012906246	3.13445734268975	2.84661518011193
CAPN2	824	8.62499373501156	8.94636486691373	8.91635893655983	9.25192239159845	9.16717952032111	9.57924256526696
MRPL55	128308	6.35453214846419	6.08693008541183	6.9436272383205	6.65867630301212	6.12339894276619	6.27892445637679
WDR26	80232	7.83121738014467	7.66204322501736	7.33851700568566	7.50964154086069	7.81528891778572	8.27166556361517
REL	5966	2.20439665466513	3.20690805475602	3.67675151376175	3.80032984434565	3.13445734268975	3.59756164266865
PUS10	150962	3.23553357106303	4.68743720936673	3.53188173718512	4.24937210646663	3.84256846245073	4.70281611087749
PEX13	5194	2.8080630133522	2.20439665466513	2.20439665466513	2.20439665466513	2.74750173979235	3.10543261539053
KIAA1841	84542	4.15810203211784	5.03978494637815	3.92018308953016	4.58059068075987	4.046468860313	4.90019129395016
TRIM17	51127	2.20439665466513	2.92026136519029	2.20439665466513	3.03227131852234	2.20439665466513	2.84661518011193
RFTN2	130132	4.35480818309552	4.54631089152221	3.92018308953016	3.96901012906246	5.07473155840939	4.80506537675542
DISC1	27185	3.38715415283304	3.99977108730234	3.53188173718512	3.60269483174414	4.27466280295792	4.94539338908717
CAPN13	92291	2.20439665466513	2.20439665466513	2.20439665466513	3.03227131852234	2.20439665466513	2.20439665466513
DPY30	84661	6.36894092178305	6.39661307017166	6.48458512464564	6.30629693630329	5.91685129535915	5.97108465441675
TYW5	129450	4.15810203211784	3.42072466449342	3.92018308953016	4.36931867120386	3.84256846245073	4.19124723543371
C2orf47	79568	3.83595925662444	4.81521983748553	5.24622565886342	4.24937210646663	4.10751173597147	4.70281611087749
PQLC3	130814	5.15546802286127	4.81521983748553	4.65036661687313	4.36931867120386	4.71439019545444	4.19124723543371
ARL5A	26225	3.63459467899756	3.59624948756068	3.53188173718512	3.60269483174414	3.13445734268975	3.10543261539053
FAM84A	151354	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.20439665466513	2.84661518011193
